ID Code,Tablet Name,Language,Object,Surface,Line Number,Original Text,Translation
P101708,"AnOr 45, 314 56",sux,bulla,a,3',[...] GAN2 5(asz) <gur>,
P101708,"AnOr 45, 314 56",sux,bulla,a,4',[...] GAN2 4(asz) 2(barig),
P101708,"AnOr 45, 314 56",sux,bulla,a,5',[...] GAN2 3(asz) 2(barig),
P101708,"AnOr 45, 314 56",sux,bulla,a,6',[...] GAN2 3(asz) 1(barig),
P101708,"AnOr 45, 314 56",sux,bulla,a,7',[...] GAN2# 4(asz),
P101708,"AnOr 45, 314 56",sux,bulla,a,8',[...] GAN2# su3,
P101719,"AOAT 240, 77, 4",sux,bulla,a,1,1(ban2) kasz ninda,
P101719,"AOAT 240, 77, 4",sux,bulla,a,2,na-ra-me-a,
P101719,"AOAT 240, 77, 4",sux,bulla,a,3,8(disz) sila3 szar2-ra-ab-du,
P101719,"AOAT 240, 77, 4",sux,bulla,a,4,4(disz) sila3 mu-da-sa6,
P101719,"AOAT 240, 77, 4",sux,bulla,a,5,1(ban2) szesz {d}szul-gi-i3-li2,
P101719,"AOAT 240, 77, 4",sux,bulla,a,1,u4 2(u) 8(disz)-kam,
P101719,"AOAT 240, 77, 4",sux,bulla,a,2,iti sze-il2-la,
P101743,"AOAT 025, 437 BM 14440",sux,tag,a,1,pisan-dub-ba,Basket-of-tablets:
P101743,"AOAT 025, 437 BM 14440",sux,tag,a,2,im di til-la,"tablets, completed legal cases"
P101743,"AOAT 025, 437 BM 14440",sux,tag,a,3,{d}szara2-kam ensi2-ka,"of Šarakam, the governor,"
P101743,"AOAT 025, 437 BM 14440",sux,tag,a,1,i3-gal2,are here;
P101743,"AOAT 025, 437 BM 14440",sux,tag,a,2,mu sza-asz-ru{ki} ba-hul,year: “Šašru was destroyed.”
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,1,2(gesz2) 1(u) 2(disz) u8 bar-gal2,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,2,8(disz) u8 bar-su,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,3,3(u) 7(disz) udu bar-gal2,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,4,2(disz) udu bar-su,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,5,giri3 [...] szusz3,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,6,2(gesz2) [u8] bar-gal2,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,7,3(disz) [u8] bar-su,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,8,[x udu] bar-gal2,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,9,[x udu] bar-su,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,10,[...]-x szusz3,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,11,[...],
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,12,[...],
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,13,[...] x,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,14,[...] x,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,15,[...] x,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,16,[...] x,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,1,1(u) 2(disz) udu,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,2,5(u) u8,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,3,giri3 {d}nanna-ki-ag2 szusz3,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,4,udu a-[lum] gukkal,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,5,1(u) ud5? giri3 ba-a-ba-lum szusz3,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,6,3(disz),
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,7,a-ra2 2(disz)-kam,
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,8,9(gesz2),
P101760,"AR RIM 01, 28 X73-840",sux,tag,a,9,szu-gid2 ki ur-mes ensi2 iri-sa12-rig7{ki}-ta,
P101761,AR RIM 02 03,sux,tag,a,1,1(disz) udu niga 4(disz)-kam us2 {d}utu,
P101761,AR RIM 02 03,sux,tag,a,2,1(disz) udu niga gu4-e-us2-sa,
P101761,AR RIM 02 03,sux,tag,a,3,{d}nin-e2-gal,
P101761,AR RIM 02 03,sux,tag,a,4,2(disz) udu niga 1(disz) {munus}asz2-gar3 4(disz)-kam us2,
P101761,AR RIM 02 03,sux,tag,a,5,{d}inanna,
P101761,AR RIM 02 03,sux,tag,a,6,1(disz) udu niga gu4-e-us2-sa,
P101761,AR RIM 02 03,sux,tag,a,7,{d}na-na-a,
P101761,AR RIM 02 03,sux,tag,a,8,{d}suen-a-bu-szu sagi maszkim,
P101761,AR RIM 02 03,sux,tag,a,9,siskur2 sza3 e2-gal#,
P101761,AR RIM 02 03,sux,tag,a,10,2(disz) udu niga gu4-e-[us2-sa],
P101761,AR RIM 02 03,sux,tag,a,11,2(disz) masz2-gal niga gu4-e-[us2-sa],
P101761,AR RIM 02 03,sux,tag,a,12,e2-muhaldim mu kas4-e-ne-sze3,
P101761,AR RIM 02 03,sux,tag,a,13,ARAD2-mu maszkim,
P101761,AR RIM 02 03,sux,tag,a,14,sza3 nibru{ki},
P101761,AR RIM 02 03,sux,tag,a,15,2(disz) udu niga ki-a-nag ta2-ku-ma-tum lukur lugal,
P101761,AR RIM 02 03,sux,tag,a,1,sza3 e2 a-mur-dingir ra2-gaba,
P101761,AR RIM 02 03,sux,tag,a,2,a-mur-dingir ra2-gaba maszkim,
P101761,AR RIM 02 03,sux,tag,a,3,sza3 puzur4-isz-{d}da-gan,
P101761,AR RIM 02 03,sux,tag,a,4,a2-ge6-ba-a,
P101761,AR RIM 02 03,sux,tag,a,5,u4 2(u) 4(disz)-kam,
P101761,AR RIM 02 03,sux,tag,a,6,ki a-ba-{d}en-lil2-gin7-ta,
P101761,AR RIM 02 03,sux,tag,a,7,ba-zi,
P101761,AR RIM 02 03,sux,tag,a,8,giri3 lu2-{d}nin-szubur dub-sar,
P101761,AR RIM 02 03,sux,tag,a,9,iti u5-bi2-gu7,
P101761,AR RIM 02 03,sux,tag,a,10,mu {d}szu-{d}suen# lugal uri5{ki}-ma-ke4 na-ru2-a-mah {d}en-lil2 {d}nin-lil2-ra# mu-ne-du3,
P101761,AR RIM 02 03,sux,tag,a,1,1(u) 2(disz),
P101779,AR RIM 04 18,sux,tag,a,1,1(u) sze gur,
P101779,AR RIM 04 18,sux,tag,a,2,szuku {d}nanna-he2-gal2 szandana,
P101779,AR RIM 04 18,sux,tag,a,3,3(asz) gur szuku ur-ku3-nun-na lu2 azlag2,
P101779,AR RIM 04 18,sux,tag,a,4,3(asz) gur szuku in-x-x,
P101779,AR RIM 04 18,sux,tag,a,5,6(asz) gur szuku puzur4-{d}|GISZxX| ra2-gaba,
P101779,AR RIM 04 18,sux,tag,a,1,ki ur-i-sza-ta,
P101779,AR RIM 04 18,sux,tag,a,2,ba-zi,
P101779,AR RIM 04 18,sux,tag,a,3,mu en {d}inanna ba-hun,
P101779,AR RIM 04 18,sux,tag,a,1,{d}szul-gi,
P101779,AR RIM 04 18,sux,tag,a,2,nita kal-ga,
P101779,AR RIM 04 18,sux,tag,a,3,lugal uri5{ki}-ma,
P101779,AR RIM 04 18,sux,tag,a,4,lugal an-ub-da limmu2-ba,
P101779,AR RIM 04 18,sux,tag,a,1,lu2-du10-ga,
P101779,AR RIM 04 18,sux,tag,a,2,dub-sar,
P101779,AR RIM 04 18,sux,tag,a,3,dumu nigar{gar}-ki-du10,
P101779,AR RIM 04 18,sux,tag,a,4,ARAD2-zu,
P101791,AR RIM 04 30,sux,tag,a,1,pisan-dub-ba,Basket-of-tablets:
P101791,AR RIM 04 30,sux,tag,a,2,nig2-ka9-ak,accounts of
P101791,AR RIM 04 30,sux,tag,a,3,i-din-er3-ra,"Idin-Erra,"
P101791,AR RIM 04 30,sux,tag,a,4,iti sze-sag11-ku5-ta,from month “Harvest”
P101791,AR RIM 04 30,sux,tag,a,5,iti ezem-{d}me-ki-gal2-sze3,"to month “Festival-of-Mekigal,”"
P101791,AR RIM 04 30,sux,tag,a,6,[iti] 1(u) 2(disz)-kam,"(a period of) 12 months,"
P101791,AR RIM 04 30,sux,tag,a,1,mu {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma-da za-ab-sza-li{ki} mu-hul,"year: “Šu-Suen, king of Ur, the lands of Zabšali destroyed,”"
P101791,AR RIM 04 30,sux,tag,a,3,i3-gal2,are here.
P101799,AR RIM 05 31 314,sux,tag,a,1',lugal-nir,
P101799,AR RIM 05 31 314,sux,tag,a,2',2(u) 4(barig) 4(ban2) 3(disz) sila3 sze gur,
P101799,AR RIM 05 31 314,sux,tag,a,3',3(asz) 1(ban2) 3(disz) sila3 zi3 sig15 gur,
P101799,AR RIM 05 31 314,sux,tag,a,4',n 1(asz) 1(barig) 9(disz) 1/3(disz)# sila3 duh saga gur,
P101799,AR RIM 05 31 314,sux,tag,a,5',la2#-ia3#-am3,
P101799,AR RIM 05 31 314,sux,tag,a,6',[n] 2(u) 9(asz) 3(barig) 1(ban2) duh du gur,
P101799,AR RIM 05 31 314,sux,tag,a,7',[n?] lugal#-he2-gal2,
P101799,AR RIM 05 31 314,sux,tag,a,8',[n] 2(u)# gu4 ab2 hi-a#,
P101799,AR RIM 05 31 314,sux,tag,a,9',[n] 2(u)# 6(disz)# ansze hi-a,
P101799,AR RIM 05 31 314,sux,tag,a,1',ur-e11-e szusz3,
P101808,"AR RIM 05, 39 323",sux,tag,a,1,1(disz) udu 1/3(disz) gin2 2(u) sze [...],
P101808,"AR RIM 05, 39 323",sux,tag,a,2,3(disz) udu 1(disz) gin2 igi-6(disz)-gal2 [...],
P101808,"AR RIM 05, 39 323",sux,tag,a,3,1(disz) udu 1/3(disz) gin2 1(u) sze {d}suen-[...],
P101851,"ArOr 07, 8 1",sux,tag,a,1,1(disz) sag munus masz-da5-gu-la mu-ni-im,
P101851,"ArOr 07, 8 1",sux,tag,a,2,nig2-sa10-a-ni,
P101851,"ArOr 07, 8 1",sux,tag,a,3,5(asz) sze gur,
P101851,"ArOr 07, 8 1",sux,tag,a,4,ur-{d}en-lil2-la2-ke4,
P101851,"ArOr 07, 8 1",sux,tag,a,5,ur-{d}dumu-zi-da-ra,
P101851,"ArOr 07, 8 1",sux,tag,a,6,in-szi-sa10,
P101851,"ArOr 07, 8 1",sux,tag,a,7,nu-gi4-gi4-da,
P101851,"ArOr 07, 8 1",sux,tag,a,8,mu lugal{al}-bi i3-pa3,
P101851,"ArOr 07, 8 1",sux,tag,a,9,1(disz) ur-{d}a-ba-ba,
P101851,"ArOr 07, 8 1",sux,tag,a,10,1(disz) ku5-da-mu zadim,
P101851,"ArOr 07, 8 1",sux,tag,a,11,1(disz) lu2-{d}en-lil2-la2,
P101851,"ArOr 07, 8 1",sux,tag,a,12,1(disz) lugal-me-du10-ga,
P101851,"ArOr 07, 8 1",sux,tag,a,13,1(disz) lugal-ibila dumu ku-za,
P101851,"ArOr 07, 8 1",sux,tag,a,1,lu2-inim-ma-bi-me,
P101851,"ArOr 07, 8 1",sux,tag,a,2,iti sze-sag11-ku5,
