ID Code,Tablet Name,Language,Object,Surface,Line Number,Original Text,Translation
P118709,"MVN 16, 0661",sux,tag,a,3,ki ur-mes-ta,
P118709,"MVN 16, 0661",sux,tag,a,4,2(barig) sze gub-ba,
P118709,"MVN 16, 0661",sux,tag,a,5,lu2-{d}szara2 gudu4,
P118709,"MVN 16, 0661",sux,tag,a,6,gaba-ri kiszib3-ba,
P118709,"MVN 16, 0661",sux,tag,a,1,ur-{d}suen,
P118709,"MVN 16, 0661",sux,tag,a,2,iti nesag,
P118709,"MVN 16, 0661",sux,tag,a,3,mu e2 {d}szara2 ba-du3,
P119277,"MVN 16, 1229",sux,tag,a,1,2(asz) gu2 gi al-zi-ra,
P119277,"MVN 16, 1229",sux,tag,a,2,ninda DUL3 du8-de3,
P119277,"MVN 16, 1229",sux,tag,a,3,ki ur-ge6-par4-ta,
P119277,"MVN 16, 1229",sux,tag,a,4,kiszib3 lu2-dingir-ra,
P119277,"MVN 16, 1229",sux,tag,a,1,iti e2-iti-6(disz),
P119277,"MVN 16, 1229",sux,tag,a,2,sza3 bala-a,
P119277,"MVN 16, 1229",sux,tag,a,1,lu2-dingir-ra,
P119277,"MVN 16, 1229",sux,tag,a,2,dub-sar,
P119277,"MVN 16, 1229",sux,tag,a,3,dumu da-da-a,
P119307,"MVN 16, 1259",sux,tag,a,1,2(bur3) GAN2 gesz-ur3-ra [a]-ra2 1(disz)? 4(iku) 1/2(iku) GAN2-ta,
P119307,"MVN 16, 1259",sux,tag,a,2,[a-sza3] gibil,
P119307,"MVN 16, 1259",sux,tag,a,3,ugula lugal-ku3-zu,
P119307,"MVN 16, 1259",sux,tag,a,4,kiszib3 na-ba-sa6,
P119307,"MVN 16, 1259",sux,tag,a,1,mu si-ma-num2{ki} ba-hul,
P119307,"MVN 16, 1259",sux,tag,a,1,na-ba-sa6,
P119307,"MVN 16, 1259",sux,tag,a,2,dumu he2-sa6,
P119307,"MVN 16, 1259",sux,tag,a,3,iszib {d}szara2,
P120110,"MVN 18, 749",sux,tag,a,1,9(gesz2) 5(u){ku6}esztub [...],
P120110,"MVN 18, 749",sux,tag,a,2,2(gesz2) 4(u) {ku6}esztub [...],
P120110,"MVN 18, 749",sux,tag,a,3,2(gesz2) {ku6}esztub x-[...],
P120110,"MVN 18, 749",sux,tag,a,4,a-ra2 [x-kam],
P120110,"MVN 18, 749",sux,tag,a,5,ki a-tu#-[ta],
P120110,"MVN 18, 749",sux,tag,a,6,kiszib3 nin-me-lam2,
P120110,"MVN 18, 749",sux,tag,a,7,[...]-nun#,
P120110,"MVN 18, 749",sux,tag,a,8,[...] HU al?,
P120110,"MVN 18, 749",sux,tag,a,1,nin-me-[lam2],
P120110,"MVN 18, 749",sux,tag,a,2,dam ur-{d}li9#-[si4],
P120110,"MVN 18, 749",sux,tag,a,3,ensi2#,
P120110,"MVN 18, 749",sux,tag,a,4,umma#[{ki}],
P120688,NABU 1992/121,sux,tag,a,1,2(u) la2 2(disz) tug2 guz-za du,
P120688,NABU 1992/121,sux,tag,a,2,5(disz) tug2 usz-bar,
P120688,NABU 1992/121,sux,tag,a,3,siki-bi 1(asz) gu2 la2 2(disz) ma-na siki-gi,
P120688,NABU 1992/121,sux,tag,a,1,izi-gu7-bi nu-zi,
P120688,NABU 1992/121,sux,tag,a,2,ki ur-nigar{gar}-ta,
P120688,NABU 1992/121,sux,tag,a,3,e2-gal kux(KWU147)-ra,
P121584,NATN 887,sux,tag,a,1,2(disz) udu,
P121584,NATN 887,sux,tag,a,2,1(disz) masz2,
P121584,NATN 887,sux,tag,a,3,2(asz) 3(barig) zu2-lum gur,
P121584,NATN 887,sux,tag,a,4,5(asz) naga gur,
P121584,NATN 887,sux,tag,a,5,2(asz) mun gur,
P121584,NATN 887,sux,tag,a,6,2(barig) 3(ban2) im-ku3-sig17,
P121584,NATN 887,sux,tag,a,1,1(u) hal ku6,
P121584,NATN 887,sux,tag,a,2,6(disz) ku6 sag-kesz2,
P121584,NATN 887,sux,tag,a,3,nig2-mu10-us2-sa2 e2 nig2-du11-ga-ni-sze3,
P121584,NATN 887,sux,tag,a,4,iti kin-{d}inanna,
P121584,NATN 887,sux,tag,a,5,mu i-bi2-{d}suen lugal,
P121584,NATN 887,sux,tag,a,1,giri3 lu2-sa6-i3-zu,
P121626,NATN 929,sux,tag,a,1,1(disz) dingir-ga2-i3-sa6,
P121626,NATN 929,sux,tag,a,2,1(disz) ha-ma-ti,
P121626,NATN 929,sux,tag,a,3,1(disz) a2-ni-ta,
P121626,NATN 929,sux,tag,a,4,1(disz) ad-da-kal-la,
P121626,NATN 929,sux,tag,a,5,1(disz) lu2-kal-la,
P121626,NATN 929,sux,tag,a,6,1(disz) szu-ad-mu,
P121626,NATN 929,sux,tag,a,7,1(disz) lu2-{d}da-mu,
P121626,NATN 929,sux,tag,a,8,1(disz) ur-{d}sze-nam2!?-nun-tu,
P121626,NATN 929,sux,tag,a,9,[x] du11-ga-ni,
P121626,NATN 929,sux,tag,a,1,x x x,
P121626,NATN 929,sux,tag,a,2,1(disz) ku-da-du,
P121626,NATN 929,sux,tag,a,3,1(disz) bil-ga,
P121626,NATN 929,sux,tag,a,4,PA ka-tar,
P121626,NATN 929,sux,tag,a,5,1(disz) lugal-{d}lamma,
P121626,NATN 929,sux,tag,a,6,1(disz) si2-si2-ni,
P121626,NATN 929,sux,tag,a,7,1(disz) e2-u6-e,
P121626,NATN 929,sux,tag,a,8,PA lugal-uszur4,
P121626,NATN 929,sux,tag,a,10,1/2(disz) ur-me-me,
P121626,NATN 929,sux,tag,a,11,1(disz) a2-zi-da,
P121626,NATN 929,sux,tag,a,12,PA ur-{d}nerah,
P121626,NATN 929,sux,tag,a,1,1(u) 6(disz) gurusz u4 2(u) 2(disz)-kam,
P121626,NATN 929,sux,tag,a,2,iti sig4-[ga],
P121779,"Nik 2, 096",sux,tag,a,1,pisan-dub-ba,Basket-of-tablets:
P121779,"Nik 2, 096",sux,tag,a,2,kiszib3 dab?-ba,xxx
P121779,"Nik 2, 096",sux,tag,a,3,a2 erin2-na,xxx
P121779,"Nik 2, 096",sux,tag,a,4,lu2-du10-ga dumu he2-ma-du,xxx
P121779,"Nik 2, 096",sux,tag,a,5,iti 1(u) 2(disz)-kam,xxx
P121779,"Nik 2, 096",sux,tag,a,1,i3-gal2,xxx
P121779,"Nik 2, 096",sux,tag,a,2,mu us2-sa {d}szu-{d}suen lugal-e bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3,xxx
P121886,"Nik 2, 203",sux,tag,a,1,1(gesz'u) sa pa-ku5,
P121886,"Nik 2, 203",sux,tag,a,2,gu-nigin2-ba 3(disz) sa-ta,
P121886,"Nik 2, 203",sux,tag,a,3,4(disz) {gesz}dal,
P121886,"Nik 2, 203",sux,tag,a,4,1(gesz'u) 5(gesz2) 2(u) sa ma-nu,
P121886,"Nik 2, 203",sux,tag,a,5,gu-nigin2-ba 1(u) 2(disz) sa-ta,
P121886,"Nik 2, 203",sux,tag,a,6,nig2-ba lugal,
P121886,"Nik 2, 203",sux,tag,a,7,sig4-te-la2-ni szu ba-ti,
P121886,"Nik 2, 203",sux,tag,a,8,giri3 szu-ma-ma lu2 kin-<gi4>-a lugal,
P121886,"Nik 2, 203",sux,tag,a,9,lu2-tur-tur dub-sar maszkim,
P121886,"Nik 2, 203",sux,tag,a,1,3(u) gu-nigin2-ba pa-ku5,
P121886,"Nik 2, 203",sux,tag,a,2,ur-{d}nin-lil2-la2,
P121886,"Nik 2, 203",sux,tag,a,3,sukkal lu2-dingir-ra szu ba-ti,
P121886,"Nik 2, 203",sux,tag,a,4,lu2 ARAD2 ka!(SAG)-guru7,
P121886,"Nik 2, 203",sux,tag,a,6,ki ur!-sila-luh-ta,
P121886,"Nik 2, 203",sux,tag,a,7,kiszib3 ensi2-ka,
P121886,"Nik 2, 203",sux,tag,a,8,mu {d}amar-{d}suen lugal,
P121886,"Nik 2, 203",sux,tag,a,1,{d}szul-gi,
P121886,"Nik 2, 203",sux,tag,a,2,nita kal-ga,
P121886,"Nik 2, 203",sux,tag,a,3,lugal uri5{ki}-ma,
P121886,"Nik 2, 203",sux,tag,a,4,lugal an-ub-da limmu2-ba,
P121886,"Nik 2, 203",sux,tag,a,1,ur-{d}li9#?-[si4?],
P121886,"Nik 2, 203",sux,tag,a,2,ensi2,
P121886,"Nik 2, 203",sux,tag,a,3,umma{ki},
P121886,"Nik 2, 203",sux,tag,a,4,ARAD2-zu,
P122070,"Nik 2, 387",sux,tag,a,1,2(disz) u8,
P122070,"Nik 2, 387",sux,tag,a,2,ri-ri-ga,
P122070,"Nik 2, 387",sux,tag,a,3,am3-ma na-gada,
P122070,"Nik 2, 387",sux,tag,a,4,kiszib3 ur-e11-e,
P122070,"Nik 2, 387",sux,tag,b,1,iti e2-iti-6(disz),
P122070,"Nik 2, 387",sux,tag,b,2,mu ki-masz{ki} ba-hul,
P122070,"Nik 2, 387",sux,tag,c,1,ur-e11-e,
P122070,"Nik 2, 387",sux,tag,c,2,dub-sar,
P122070,"Nik 2, 387",sux,tag,c,3,dumu ur-nigar{gar?},
P122096,"Nik 2, 413",sux,tag,c,1,2(u) 1(disz) {uruda}ha-bu3-da,
P122096,"Nik 2, 413",sux,tag,c,2,ki-la2-bi 1(u) 3(disz) 5/6(disz) ma-na 1(disz) gin2,
P122096,"Nik 2, 413",sux,tag,c,3,kin til-la,
P122096,"Nik 2, 413",sux,tag,c,4,ki da-da-ga-ta,
P122096,"Nik 2, 413",sux,tag,c,5,ensi2-ke4 in-la2,
P122096,"Nik 2, 413",sux,tag,c,6,iti szu-numun,
P122096,"Nik 2, 413",sux,tag,c,1,mu us2-sa ki-masz{ki} ba-hul mu us2-sa-bi,
P122985,OTR 050,sux,tag,c,1,5(disz) sila3 kasz du,
P122985,OTR 050,sux,tag,c,2,3(disz) sila3 zi3-gu,
P122985,OTR 050,sux,tag,c,3,1(disz) id-gur2 i3 sza3-iri,
P122985,OTR 050,sux,tag,c,4,1(disz) dida du,
P122985,OTR 050,sux,tag,c,5,5(disz) sila3 zi3 kaskal-sze3,
P122985,OTR 050,sux,tag,c,6,ku3-{d}nanna sukkal,
P122985,OTR 050,sux,tag,c,7,szuszin{ki}-sze3 du-ni,
P122985,OTR 050,sux,tag,c,8,5(disz) sila3 kasz du,
P122985,OTR 050,sux,tag,c,1,3(disz) sila3 zi3-gu,
P122985,OTR 050,sux,tag,c,2,1(disz) id-gur2 i3,
P122985,OTR 050,sux,tag,c,3,masz-um sukkal,
P122985,OTR 050,sux,tag,c,4,szuszin{ki}-ta du-ni,
P122985,OTR 050,sux,tag,c,5,3(disz) sila3 kasz du,
P122985,OTR 050,sux,tag,c,6,2(disz) sila3 zi3-gu,
P122985,OTR 050,sux,tag,c,7,1(disz) id-gur2 i3,
P122985,OTR 050,sux,tag,c,8,szu-ba-x-gal2 lu2 kas4,
P122985,OTR 050,sux,tag,c,9,szuszin{ki}-ta du-ni,
P122985,OTR 050,sux,tag,c,10,iti sze-sag11-ku5,
P125067,"OrSP 47-49, 178",sux,tag,c,1,6(disz) gurusz u4 5(disz)-sze3,
P125067,"OrSP 47-49, 178",sux,tag,c,2,sze ma2-a si-ga,
P125067,"OrSP 47-49, 178",sux,tag,c,3,u3 ma2 diri-ga,
P125067,"OrSP 47-49, 178",sux,tag,c,4,ugula ur-{d}nin-mug,
P125067,"OrSP 47-49, 178",sux,tag,c,5,iti dal,
P125067,"OrSP 47-49, 178",sux,tag,c,6,mu an-sza-an{ki} ba-hul,
P125067,"OrSP 47-49, 178",sux,tag,c,1,ARAD2-mu,
P125067,"OrSP 47-49, 178",sux,tag,c,2,dub-sar,
P125067,"OrSP 47-49, 178",sux,tag,c,3,dumu ur-[nigar{gar} szusz3],
P125128,"OrSP 47-49, 238",sux,tag,c,1,1(asz) 2(barig) 3(ban2) nig2-ar3-ra,
P125128,"OrSP 47-49, 238",sux,tag,c,2,2(barig) munu4 si-e3,
P125128,"OrSP 47-49, 238",sux,tag,c,3,ki lugal-ku3-zu-ta,
P125128,"OrSP 47-49, 238",sux,tag,c,4,ma2-gur8-re szu ba-ti,
P125128,"OrSP 47-49, 238",sux,tag,c,5,sza3 bala,
P125128,"OrSP 47-49, 238",sux,tag,c,6,iti sze-kar-ra-gal2-la,
P125128,"OrSP 47-49, 238",sux,tag,c,7,mu lu-lu-bu-um{ki} si-mu-ru-um{ki} a-ra2 1(u) la2 1(disz)-kam ba-hul,
P125128,"OrSP 47-49, 238",sux,tag,c,1,ma2-gur8-re,
P125128,"OrSP 47-49, 238",sux,tag,c,2,dumu e2-gesztin,
P125128,"OrSP 47-49, 238",sux,tag,c,3,lu2 lunga,
P125523,"PDT 1, 0107",sux,tag,c,1,1(u) 7(disz) ma-na 1(u) gin2 siki tug2 us2 szar3,
P125523,"PDT 1, 0107",sux,tag,c,2,1(u) 8(disz) ma-na siki tug2 3(disz)-kam us2,
P125523,"PDT 1, 0107",sux,tag,c,3,e2-gal-ta,
P125523,"PDT 1, 0107",sux,tag,c,4,e3-a,
P125523,"PDT 1, 0107",sux,tag,c,5,a-mur-{d}utu,
P125523,"PDT 1, 0107",sux,tag,c,6,szu ba-ti,
P125523,"PDT 1, 0107",sux,tag,c,7,iti ezem-mah,
P125523,"PDT 1, 0107",sux,tag,c,8,mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul,
P126090,"PDT 1, 0674",sux,tag,c,1,1(disz) gu4 [...],
P126090,"PDT 1, 0674",sux,tag,c,2,u4 2(disz)-[kam],
P126090,"PDT 1, 0674",sux,tag,c,3,6(disz) gu4 niga [...],
P126090,"PDT 1, 0674",sux,tag,c,4,1(disz) gu4 niga [...],
P126090,"PDT 1, 0674",sux,tag,c,5,u4 1(u) [x-kam],
P126090,"PDT 1, 0674",sux,tag,c,6,1(disz) gu4 niga 4(disz) [udu a-lum],
P126090,"PDT 1, 0674",sux,tag,c,7,u4 1(u) 2(disz) [x-kam],
P126090,"PDT 1, 0674",sux,tag,c,1,szunigin 4(disz) udu a-lum,
P126090,"PDT 1, 0674",sux,tag,c,2,szunigin 1(disz) masz2 [x],
P126090,"PDT 1, 0674",sux,tag,c,3,2(u) 4(disz) [...],
P126090,"PDT 1, 0674",sux,tag,c,4,9(disz) [x],
P126090,"PDT 1, 0674",sux,tag,c,5,ki in-ta-e3-[a-ta],
P126090,"PDT 1, 0674",sux,tag,c,6,kur-bi-la-ak,
P126090,"PDT 1, 0674",sux,tag,c,7,iti sze-sag11-ku5,
P126090,"PDT 1, 0674",sux,tag,c,8,mu ma2-dara3-abzu [{d}en-ki-ka] ba-ab-[du8],
P126191,"PDT 2, 0829",sux,tag,c,1,1(u) 6(disz) gu4,
P126191,"PDT 2, 0829",sux,tag,c,2,2(gesz2) 8(disz)# udu,
P126191,"PDT 2, 0829",sux,tag,c,3,1(disz) sila4 1(u) 3(disz) masz2-gal,
P126191,"PDT 2, 0829",sux,tag,c,4,6(disz) udu lu2-u18-um,
P126191,"PDT 2, 0829",sux,tag,c,5,1(disz) gukkal,
P126191,"PDT 2, 0829",sux,tag,c,6,7(disz) masz2-gal szimaszgi,
P126191,"PDT 2, 0829",sux,tag,c,7,u4 2(disz)-kam,
P126191,"PDT 2, 0829",sux,tag,c,1,ki ab-ba-sa6-ga-ta,
P126191,"PDT 2, 0829",sux,tag,c,2,zu-ba-ga,
P126191,"PDT 2, 0829",sux,tag,c,3,i3-dab5,
P126191,"PDT 2, 0829",sux,tag,c,4,iti u5-bi2-gu7,
P126191,"PDT 2, 0829",sux,tag,c,5,mu en {d}nanna kar-zi-da ba-hun,
P126191,"PDT 2, 0829",sux,tag,c,1,2(gesz2) 5(u) 2(disz),
P126732,"Princeton 1, 043",sux,tag,c,1,1(disz) gu4 niga,
P126732,"Princeton 1, 043",sux,tag,c,2,1(u) gu4 u2,
P126732,"Princeton 1, 043",sux,tag,c,3,mu-kux(DU) lugal,
P126732,"Princeton 1, 043",sux,tag,c,4,ki na-sa6-ta,
P126732,"Princeton 1, 043",sux,tag,c,5,ur-{d}ba-ba6,
P126732,"Princeton 1, 043",sux,tag,c,1,i3-[dab5],
P126732,"Princeton 1, 043",sux,tag,c,2,iti a2-ki-ti,
P126732,"Princeton 1, 043",sux,tag,c,3,mu us2-sa ki-masz{ki} ba-hul-a mu us2-sa-bi,
P127028,"Princeton 1, 339",sux,tag,c,1,1(u) 3(disz) gurusz u4 2(disz)-sze3,
P127028,"Princeton 1, 339",sux,tag,c,2,umma{ki} kar-sze3,
P127028,"Princeton 1, 339",sux,tag,c,3,nig2-ar3-ra ga6-ga2,
P127028,"Princeton 1, 339",sux,tag,c,4,8(disz) gurusz u4 3(disz)-sze3,
P127028,"Princeton 1, 339",sux,tag,c,5,[...] tum-malx(TUR3)-sze3,
P127028,"Princeton 1, 339",sux,tag,c,1,[ma2] gid2-da,
P127028,"Princeton 1, 339",sux,tag,c,2,ugula lugal-mu-ma-ag2,
P127028,"Princeton 1, 339",sux,tag,c,3,kiszib3 ku3-ga-ni,
P127028,"Princeton 1, 339",sux,tag,c,4,mu hu-hu-nu-ri{ki} [ba]-hul#,
P127028,"Princeton 1, 339",sux,tag,c,1,ku3-ga-ni,
P127028,"Princeton 1, 339",sux,tag,c,2,dub-sar,
P127028,"Princeton 1, 339",sux,tag,c,3,dumu ur-sa6-ga,
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,1,1(u) udu u2#,"10 grass-fed rams,"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,2,szar-ru-um-ba-ni nu-banda3#,"(from) Šarrum-bani, the captain;"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,3,1(gesz2) 1(u) 2(disz) udu u2,"72 grass-fed rams,"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,4,8(disz) masz2-gal u2,"8 full-grown grass-fed he-goats,"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,5,erin2 pu#-ut#-tu-li-um{ki},"(from) the troops of Put-tulium,"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,6,ugula ib-ni-{d}szul-gi,"foreman: Ibni-Šulgi,"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,7,giri3 ad-da-mu lu2 kin-gi4-a lugal,"via Addamu, royal messenger;"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,8,gu2 ma-da,"tax of the territories,"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,1,mu-kux(DU),"delivery,"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,2,in#-ta-e3-a,Intaea
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,3,i3-dab5,received;
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,4,giri3 {d}nanna-ma-ba dub-sar,"via Nanna-maba, the scribe;"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,5,u4 2(u) 5(disz)-kam,25th day;
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,6,iti ses-da-gu7,"month: “Piglet feast,”"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,7,mu {d}szu-{d}suen lugal uri5{ki}-ma-ke4 ma#-da za-ab-sza-li#{ki} mu-hul,"year: “Šu-Suen, the king of Ur, the territory of Zabšali destroyed;”"
P127555,"RA 009, 054 AM 14 (pl.7)",sux,tag,c,1,1(gesz2) 3(u) udu,(total:) 90 sheep.
P127889,"RA 058, 103, 067",sux,tag,c,1,2(disz) sila3 i3-gesz,
P127889,"RA 058, 103, 067",sux,tag,c,2,ig-bi-dingir sukkal lugal,
P127889,"RA 058, 103, 067",sux,tag,c,3,3(disz) sila3 i3-gesz,
P127889,"RA 058, 103, 067",sux,tag,c,1,dub-sar lugal e2 szu-szum2-ma,
P127889,"RA 058, 103, 067",sux,tag,c,2,e2-usz-bar-sze3 gen-na-me,
P127889,"RA 058, 103, 067",sux,tag,c,3,ki ur-ab-ba-ta,
P127889,"RA 058, 103, 067",sux,tag,c,4,kiszib3 gu3-de2-a,
P127889,"RA 058, 103, 067",sux,tag,c,5,sza13-dub-ba,
P127889,"RA 058, 103, 067",sux,tag,c,6,zi-ga,
P127889,"RA 058, 103, 067",sux,tag,c,7,iti sze-il2-la,
P127889,"RA 058, 103, 067",sux,tag,c,8,mu sza-asz-ru-um{ki} ba-hul,
P127889,"RA 058, 103, 067",sux,tag,c,1,gu3-de2-a,
P127889,"RA 058, 103, 067",sux,tag,c,2,sza13-dub-ba gir2-su{ki},
P127889,"RA 058, 103, 067",sux,tag,c,3,dumu la-ni,
P127889,"RA 058, 103, 067",sux,tag,c,4,sza13-dub-ba gu-la gir2-su{ki}-ka,
P128133,Rochester 028,sux,tag,c,1,3(disz) gu4,
P128133,Rochester 028,sux,tag,c,2,1(disz) udu niga,
P128133,Rochester 028,sux,tag,c,3,1(disz) udu szimaszgi gaba,
P128133,Rochester 028,sux,tag,c,4,5(u) 2(disz) udu,
P128133,Rochester 028,sux,tag,c,1,3(disz) masz2-gal,
P128133,Rochester 028,sux,tag,c,2,u4 1(u) 5(disz)-kam,
P128133,Rochester 028,sux,tag,c,3,ki ab-ba-sa6-ga-ta,
P128133,Rochester 028,sux,tag,c,4,lu2-dingir-ra i3-dab5,
P128133,Rochester 028,sux,tag,c,5,iti ezem-an-na,
P128133,Rochester 028,sux,tag,c,6,mu {d}amar-{d}suen lugal,
P128133,Rochester 028,sux,tag,c,1,1(gesz2),
P128543,RTC 390,sux,tag,c,1,2(disz) kasz saga 2(disz) zi3-gu,
P128543,RTC 390,sux,tag,c,2,1/2(disz) sila3 i3 1(disz) udu,
P128543,RTC 390,sux,tag,c,3,alan szu-{d}suen-ka NE-du8-hu-li2{ki}-sze3 gen-na,
P128543,RTC 390,sux,tag,c,4,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128543,RTC 390,sux,tag,c,5,2(disz) gin2 i3,
P128543,RTC 390,sux,tag,c,6,u-bar alan-da gen-na,
P128543,RTC 390,sux,tag,c,7,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128543,RTC 390,sux,tag,c,8,2(disz) gin2 i3,
P128543,RTC 390,sux,tag,c,9,ba-ba lu2 kas4,
P128543,RTC 390,sux,tag,c,10,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128543,RTC 390,sux,tag,c,11,2(disz) gin2 i3 2(disz) gin2 i3-udu,
P128543,RTC 390,sux,tag,c,12,u-bar lu2 {gesz}tukul-gu-la,
P128543,RTC 390,sux,tag,c,1,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128543,RTC 390,sux,tag,c,2,2(disz) gin2 i3,
P128543,RTC 390,sux,tag,c,3,aga3-us2 lugal ki ba-zi-sze3 gen-na,
P128543,RTC 390,sux,tag,c,4,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128543,RTC 390,sux,tag,c,5,2(disz) gin2 i3,
P128543,RTC 390,sux,tag,c,6,puzur4-esz-dar a-zi-ga-sze3 gen-na,
P128543,RTC 390,sux,tag,c,7,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128543,RTC 390,sux,tag,c,8,2(disz) gin2 i3,
P128543,RTC 390,sux,tag,c,9,kal-la gurdub-sze3 gen-na,
P128543,RTC 390,sux,tag,c,10,zi-ga u4 1(u)-kam,
P128543,RTC 390,sux,tag,c,11,iti diri sze-sag11-ku5,
P128545,RTC 392,sux,tag,c,1,1(ban2) 2(disz) sila3 kasz 5(ban2) 3(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,2,sza3 en-nu,
P128545,RTC 392,sux,tag,c,3,3(disz) sila3 kasz 6(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,4,sza3 e2-gal,
P128545,RTC 392,sux,tag,c,5,giri3# dan-u2-pi2,
P128545,RTC 392,sux,tag,c,6,5(disz) sila3 kasz 5(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,7,2(disz) gin2 i3,
P128545,RTC 392,sux,tag,c,8,ad-da elam,
P128545,RTC 392,sux,tag,c,9,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,10,2(disz) gin2 i3,
P128545,RTC 392,sux,tag,c,11,ar-ti-a lu2 kas4,
P128545,RTC 392,sux,tag,c,12,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,13,2(disz) gin2 i3,
P128545,RTC 392,sux,tag,c,14,a-mur-{d}utu lu2 kas4,
P128545,RTC 392,sux,tag,c,15,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,16,2(disz) gin2 i3,
P128545,RTC 392,sux,tag,c,1,1(ban2) dabin kaskal-sze3,
P128545,RTC 392,sux,tag,c,2,er3-ra-ba-ni gu4 udu-da gen-na,
P128545,RTC 392,sux,tag,c,3,4(disz) sila3 kasz 4(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,4,2(disz) gin2 i3,
P128545,RTC 392,sux,tag,c,5,ur-{d}ba-ba6 uru4-sze3 gen-na,
P128545,RTC 392,sux,tag,c,6,8(disz) sila3 kasz 4(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,7,2(disz) gin2 i3,
P128545,RTC 392,sux,tag,c,8,{d}szul-gi-dan-ga-da,
P128545,RTC 392,sux,tag,c,9,5(disz) sila3 kasz 3(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,10,2(disz) gin2 i3 2(disz) gin2 i3-udu,
P128545,RTC 392,sux,tag,c,11,ur-abzu lu2 {gesz}tukul-gu-la,
P128545,RTC 392,sux,tag,c,12,2(disz) sila3 kasz 2(disz) sila3 ninda,
P128545,RTC 392,sux,tag,c,13,2(disz) gin2 i3,
P128545,RTC 392,sux,tag,c,14,a-hu-ni,
P128545,RTC 392,sux,tag,c,15,zi-ga u4 1(u)-kam,
P128545,RTC 392,sux,tag,c,16,iti mu-szu-du7,
P128570,RTC 417,sux,tag,c,1,2(u) 6(disz) gurusz 2(asz) sze gur lugal-ta,
P128570,RTC 417,sux,tag,c,2,sze-bi 5(u) 2(asz) gur,
P128570,RTC 417,sux,tag,c,3,gab2-us2 udu kur-ka szuku-bi,
P128570,RTC 417,sux,tag,c,4,e2-gal-la bi2-ib2-gi4-me,
P128570,RTC 417,sux,tag,c,1,ki a-tu-ta,
P128570,RTC 417,sux,tag,c,2,kiszib3 lu2-du10-ga szusz3,
P128570,RTC 417,sux,tag,c,3,mu a-ra2 3(disz)-kam-asz si-mu-ur4-ru-um{ki} ba-hul,
P128570,RTC 417,sux,tag,c,1,szul-gi nita kal-ga,
P128570,RTC 417,sux,tag,c,2,lugal uri5{ki}-ma,
P128570,RTC 417,sux,tag,c,3,lugal ki-en-gi ki-uri,
P128570,RTC 417,sux,tag,c,4,lu2-du10-ga,
P128570,RTC 417,sux,tag,c,5,dumu lu2-{d}nanna ARAD2#-zu#,
P128598,SA 015,sux,tag,c,1,1(disz) udu,
P128598,SA 015,sux,tag,c,2,1(disz) u8,
P128598,SA 015,sux,tag,c,3,1(disz) sila4,
P128598,SA 015,sux,tag,c,4,1(disz) masz2-gal,
P128598,SA 015,sux,tag,c,5,ba-usz2 u4 1(u) la2 1(disz@t)-kam,
P128598,SA 015,sux,tag,c,6,sza3 tum-ma-al,
P128598,SA 015,sux,tag,c,1,ki en-dingir-mu-ta,
P128598,SA 015,sux,tag,c,2,{d}szul-gi-iri-mu,
P128598,SA 015,sux,tag,c,3,szu ba-ti,
P128598,SA 015,sux,tag,c,4,iti a2-ki-ti,
P128598,SA 015,sux,tag,c,5,mu en {d}nanna ba-hun,
P129551,SET 141,sux,tag,c,1,1(u) 2(disz) gu4,
